Tipo	CNPJ Declarante	CNPJ Sucedida	CNPJ Detentor Crédito	Ano Período	Mês Período	Período Apuração	CFOP	Vlr Base Cálculo	Vlr IPI	Vlr Isentas/Não Tributadas	Vlr Outros
R12	04742371000108		04742371000108	2025	03	0	6101	171070,21	6206,33	0	199760,65
R12	04742371000108		04742371000108	2025	03	0	6151	473399,37	17186,62	0	523579,04
R12	04742371000108		04742371000108	2025	03	0	6910	1612,89	55,42	0	3631,36
R12	04742371000108		04742371000108	2025	04	0	5101	1800952,25	65460,82	0	2162484,3
R12	04742371000108		04742371000108	2025	04	0	5910	3617,68	130,41	0	9111,91
R12	04742371000108		04742371000108	2025	04	0	5949	273,25	10,25	0	156
R12	04742371000108		04742371000108	2025	04	0	6101	401542,27	14027,08	0	271299,72
R12	04742371000108		04742371000108	2025	04	0	6151	338008,91	12279,88	0	504082,54
R12	04742371000108		04742371000108	2025	04	0	6910	2762,77	92,52	0	2227,35
R12	04742371000108		04742371000108	2025	05	0	5101	1822979,1	66261,08	0	2164838,54
R12	04742371000108		04742371000108	2025	05	0	5910	5402,54	195,8	0	14515,72
R12	04742371000108		04742371000108	2025	05	0	6101	176254,07	6409,56	0	200523,78
R12	04742371000108		04742371000108	2025	05	0	6151	535495,75	19361,23	0	685979,97
R12	04742371000108		04742371000108	2025	05	0	6201	49886,25	7482,94	0	0
R12	04742371000108		04742371000108	2025	05	0	6910	2726,72	97,94	0	1980,45
R12	04742371000108		04742371000108	2025	06	0	5101	1908220,86	69289,67	0	2282753,88
R12	04742371000108		04742371000108	2025	06	0	5910	11801,36	432,09	0	13094,16
R12	04742371000108		04742371000108	2025	06	0	6101	496021,99	16864,88	0	248273,06
R12	04742371000108		04742371000108	2025	06	0	6151	415150,68	15097,61	0	601932,46
R12	04742371000108		04742371000108	2025	06	0	6910	2949,79	99,97	0	2563,04
R12	04742371000108		04742371000108	2025	07	0	5101	2023884,62	73366,32	0	2559481,43
R12	04742371000108		04742371000108	2025	07	0	5910	6981,24	247,15	0	16076,39
R12	04742371000108		04742371000108	2025	07	0	6101	483354,31	16258,58	0	234676,44
R12	04742371000108		04742371000108	2025	07	0	6151	503684,4	18322,22	0	623934,11
R12	04742371000108		04742371000108	2025	07	0	6910	920,8	31,09	0	1409,81
R12	04742371000108		04742371000108	2025	08	0	5101	1960967,2	72726,88	0	2345340,42
R12	04742371000108		04742371000108	2025	08	0	5910	7824,04	286,22	0	9740,98
R12	04742371000108		04742371000108	2025	08	0	6101	273665,79	9890,59	0	139422,16
R12	04742371000108		04742371000108	2025	08	0	6151	335596,08	12748,87	0	494040,57
R12	04742371000108		04742371000108	2025	08	0	6910	1540,78	56,64	0	880,78
R12	04742371000108		04742371000108	2025	09	0	5101	2159623,98	82470,78	0	2654471,14
R12	04742371000108		04742371000108	2025	09	0	5910	7226,95	266,23	0	18812,62
R12	04742371000108		04742371000108	2025	09	0	6101	382646,96	17088,14	0	363009,68
R12	04742371000108		04742371000108	2025	09	0	6151	522257,64	19878,21	0	687458,21
R12	04742371000108		04742371000108	2025	09	0	6910	2065,39	72,38	0	3620,07
R12	04742371000108		04742371000108	2025	10	0	5101	2179468,64	84308,14	0	2878877,83
R12	04742371000108		04742371000108	2025	10	0	5910	8631,85	327	0	14501,35
R12	04742371000108		04742371000108	2025	10	0	6101	334451,54	12403,75	0	245140,14
R12	04742371000108		04742371000108	2025	10	0	6151	528388,53	20491,25	0	770179,71
R12	04742371000108		04742371000108	2025	10	0	6201	62370	3118,5	0	0
R12	04742371000108		04742371000108	2025	10	0	6910	3715,27	125,27	0	1641,37
R12	04742371000108		04742371000108	2025	11	0	5101	2080822,63	82493,12	0	2250742,43
R12	04742371000108		04742371000108	2025	11	0	5910	10061,42	396,05	0	12414,97
R12	04742371000108		04742371000108	2025	11	0	6101	209308,8	11552,92	0	195763,78
R12	04742371000108		04742371000108	2025	11	0	6151	446417,28	17256,03	0	494203,87
R12	04742371000108		04742371000108	2025	11	0	6910	3402,25	127,18	0	2588,03
R12	04742371000108		04742371000108	2025	12	0	5101	1863428,24	69980,19	0	1925742,08
R12	04742371000108		04742371000108	2025	12	0	5910	8891,16	352,14	0	9342
R12	04742371000108		04742371000108	2025	12	0	6101	148965	5853,02	0	143920,04
R12	04742371000108		04742371000108	2025	12	0	6151	378175,74	14982,64	0	509970,14
R12	04742371000108		04742371000108	2025	12	0	6910	2812,34	101,79	0	2468,68
R12	04742371000108		04742371000108	2026	01	0	5101	1969671,24	74611,37	0	2185679,19
R12	04742371000108		04742371000108	2026	01	0	5910	11388,17	416	0	12102,2
R12	04742371000108		04742371000108	2026	01	0	6101	452012,66	15938,72	0	196580,38
R12	04742371000108		04742371000108	2026	01	0	6151	339386,72	13155,42	0	344421,07
R12	04742371000108		04742371000108	2026	01	0	6910	1444,14	49,3	0	2229,74
R12	04742371000108		04742371000108	2026	02	0	5101	1965482,96	73611,12	0	2181670,48
R12	04742371000108		04742371000108	2026	02	0	5910	6433,86	223,47	0	9912
R12	04742371000108		04742371000108	2026	02	0	6101	427005,35	15431,28	0	221737,13
R12	04742371000108		04742371000108	2026	02	0	6151	515693,58	20163,23	0	653853,52
R12	04742371000108		04742371000108	2026	02	0	6910	4523,76	192,67	0	2657,43
R12	04742371000108		04742371000108	2026	03	0	5101	1825269,59	69919,77	0	2079341,39
R12	04742371000108		04742371000108	2026	03	0	5910	8720,01	319,12	0	10895,41
R12	04742371000108		04742371000108	2026	03	0	5927	87,44	13,12	0	0
R12	04742371000108		04742371000108	2026	03	0	6101	241763,68	9012,03	0	254546,48
R12	04742371000108		04742371000108	2026	03	0	6151	576260,46	22568,08	0	736594,02
R12	04742371000108		04742371000108	2026	03	0	6910	3899,59	144,28	0	5720,23
